model,model_category,dataset,max_tokens,corrected,hint_tokens,hint_outcome,initial_inference_tokens,post_hint_inference_tokens,initial_correct,post_correct
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,40,Corrected,174,141,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,49,Not corrected,80,112,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,165,82,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,40,Not corrected,74,116,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,70,Not corrected,222,263,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,71,Corrected,239,163,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,50,Not corrected,82,94,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,41,Corrected,67,82,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,37,Corrected,101,161,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,117,197,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,58,Corrected,447,217,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,74,Corrected,101,120,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,57,Not corrected,155,193,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,36,Corrected,119,209,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,58,Corrected,125,134,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,44,Not corrected,152,224,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,43,Not corrected,169,185,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,47,Corrected,167,121,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,90,113,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,64,Corrected,127,113,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,70,Not corrected,108,202,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,54,Corrected,104,119,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,48,Corrected,130,128,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,54,Not corrected,149,179,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,47,Corrected,108,128,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,35,Corrected,1224,217,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,50,Corrected,56,99,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,51,Corrected,72,105,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,73,Corrected,498,181,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,37,Corrected,68,85,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,25,Not corrected,131,117,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,31,Corrected,81,84,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,349,523,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,45,Corrected,172,241,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,55,Not corrected,391,598,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,40,Corrected,77,100,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,45,Not corrected,87,2106,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,40,Corrected,64,99,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,93,133,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,71,Corrected,101,130,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,62,Corrected,44,111,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,48,Corrected,146,137,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,61,Not corrected,213,222,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,52,Not corrected,153,177,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,156,119,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,49,Corrected,334,193,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,71,Not corrected,146,145,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,58,Not corrected,146,115,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,33,Corrected,141,154,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,44,Not corrected,182,240,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,31,Not corrected,142,162,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,45,Corrected,133,130,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,53,Corrected,141,152,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,43,Corrected,146,107,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,44,Not corrected,107,226,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,51,Corrected,114,102,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,45,Corrected,99,106,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,34,Corrected,187,141,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,61,Not corrected,180,289,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,47,Not corrected,83,222,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,38,Corrected,4093,214,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,46,Not corrected,192,119,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,114,123,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,44,Not corrected,108,129,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,32,Corrected,96,205,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,57,Not corrected,136,231,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,194,194,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,68,Corrected,119,85,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,153,147,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,41,Corrected,162,170,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,42,Not corrected,106,107,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,45,Not corrected,2196,159,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,66,Corrected,132,169,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,124,454,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,61,66,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,55,Not corrected,82,150,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,200,198,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,57,Corrected,95,136,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,43,Corrected,169,223,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,49,Not corrected,132,274,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,56,Corrected,140,95,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,69,Corrected,108,119,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,36,Corrected,153,155,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,55,Not corrected,184,188,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,42,Not corrected,368,127,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,43,Corrected,79,132,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,107,159,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,42,Not corrected,541,133,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,63,Not corrected,251,182,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,42,Corrected,146,205,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,28,Corrected,107,96,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,40,Corrected,129,128,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,60,Corrected,137,124,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,36,Corrected,106,105,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,51,Corrected,117,185,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,59,Corrected,146,120,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,45,Not corrected,134,139,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,30,Corrected,66,84,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,53,Corrected,165,203,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,64,Not corrected,139,101,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,106,145,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,0,29,Not corrected,83,89,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,35,Corrected,135,141,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max2048,1,53,Corrected,135,133,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,64,Not corrected,154,148,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,43,Not corrected,186,248,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,36,Not corrected,97,193,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,38,Not corrected,118,171,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,58,Corrected,170,105,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,57,Not corrected,78,101,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,50,Corrected,144,185,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,42,Not corrected,143,103,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,34,Not corrected,509,207,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,48,Not corrected,109,132,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,57,Not corrected,138,255,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,38,Not corrected,297,221,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,40,Not corrected,100,98,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,30,Corrected,509,156,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,34,Not corrected,117,127,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,45,Corrected,289,132,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,61,Corrected,160,201,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,67,Not corrected,139,140,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,58,Corrected,155,148,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,63,Not corrected,146,172,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,49,Not corrected,67,103,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,38,Corrected,171,144,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,30,Not corrected,509,510,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,71,Not corrected,184,128,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,31,Not corrected,192,509,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,46,Corrected,84,182,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,46,Corrected,90,106,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,52,Not corrected,79,75,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,44,Corrected,96,121,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,56,Corrected,208,280,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,32,Corrected,65,89,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,33,Not corrected,117,111,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,49,Not corrected,144,146,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,38,Corrected,66,129,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,40,Not corrected,302,128,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,32,Not corrected,72,123,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,35,Corrected,89,94,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,53,Not corrected,94,125,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,50,Not corrected,88,156,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,38,Not corrected,117,101,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,50,Corrected,150,159,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,56,Corrected,133,176,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,35,Corrected,65,74,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,64,Corrected,166,124,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,43,Not corrected,114,94,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,47,Not corrected,157,184,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,50,Corrected,94,126,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,31,Not corrected,92,91,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,47,Corrected,120,147,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,59,Corrected,126,252,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,38,Not corrected,221,200,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,36,Not corrected,63,95,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,54,Not corrected,120,145,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,32,Corrected,114,177,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,59,Not corrected,156,146,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,39,Corrected,152,119,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,44,Not corrected,190,281,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,90,Corrected,90,219,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,52,Corrected,187,176,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,79,Not corrected,146,190,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,38,Not corrected,128,166,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,42,Not corrected,171,204,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,44,Not corrected,77,103,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,49,Not corrected,138,173,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,38,Corrected,131,134,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,72,Corrected,102,107,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,61,Not corrected,109,115,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,60,Not corrected,57,67,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,29,Not corrected,133,144,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,34,Corrected,102,117,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,32,Not corrected,179,133,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,41,Not corrected,223,230,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,68,Corrected,170,215,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,49,Corrected,117,135,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,35,Not corrected,105,108,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,52,Not corrected,87,74,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,51,Corrected,106,144,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,87,Not corrected,104,113,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,37,Not corrected,75,116,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,36,Not corrected,73,133,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,49,Corrected,124,164,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,65,Corrected,142,163,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,29,Not corrected,56,84,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,46,Not corrected,204,147,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,41,Corrected,130,158,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,50,Corrected,103,191,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,46,Not corrected,113,115,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,61,Corrected,88,87,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,44,Corrected,121,123,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,44,Not corrected,90,170,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,90,Not corrected,256,200,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,37,Not corrected,119,105,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,55,Not corrected,122,179,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,36,Corrected,133,90,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,55,Corrected,141,112,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,37,Not corrected,155,114,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,46,Not corrected,145,222,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,36,Corrected,73,98,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,41,Not corrected,74,171,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,35,Corrected,125,137,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,37,Not corrected,145,125,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,40,Not corrected,83,110,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,46,Corrected,69,67,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,30,Corrected,135,142,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,32,Not corrected,165,98,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,48,Corrected,145,131,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,37,Not corrected,194,171,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,45,Not corrected,148,105,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,37,Corrected,309,165,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,38,Corrected,81,105,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,26,Corrected,138,150,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,61,Not corrected,128,206,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,46,Not corrected,89,97,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,38,Not corrected,164,224,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,34,Not corrected,288,255,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,31,Not corrected,67,78,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,45,Corrected,139,134,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,42,Not corrected,239,192,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,41,Not corrected,82,116,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,48,Not corrected,79,102,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,48,Corrected,198,222,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,42,Corrected,107,109,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,49,Not corrected,103,110,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,61,Not corrected,114,183,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,49,Not corrected,121,120,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,44,Not corrected,158,182,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,46,Corrected,95,68,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,38,Corrected,163,219,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,37,Not corrected,195,188,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,67,Not corrected,209,510,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,45,Not corrected,90,111,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,35,Not corrected,143,146,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,51,Corrected,303,83,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,47,Not corrected,105,98,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,60,Not corrected,115,99,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,32,Corrected,122,107,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,39,Not corrected,148,192,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,31,Not corrected,208,510,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,41,Corrected,212,118,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,87,Corrected,510,136,0,1
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,45,Not corrected,73,90,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,35,Not corrected,169,107,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,0,61,Not corrected,509,285,0,0
Meta-Llama-3.1-8B-Instruct,Non-Reasoning,gsm8k,max256,1,44,Corrected,95,104,0,1
